Name	Entity	AD site	Last seen	Device type	Device manufacturer	Device model	Device product version	CPU model	CPU frequency [Mhz]	Number of CPUs	Total RAM [bytes]	Total drive capacity [bytes]	OS version and architecture	Last logon time	Number of hard resets	Number of days since last system update	System drive free space [bytes]	Total drive free space [bytes]	Total non-system drive free space [bytes]	Last system update	Last system boot time	OS build	Group name	Number of cores
GUR-BXII-L533	Gurgaon	Gurgaon	09.03.2020 19:04:27	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 12:20:45	1	18	417296412672	417296412672	0	20.02.2020 10:14:26	09.03.2020 12:19:16	17763.1039.0.0	TBG_DOMAIN	4
LDN-LOAN-L290	London	London	09.03.2020 16:21:41	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 05:28:30	1	19	422195736576	422195736576	0	19.02.2020 14:32:07	09.03.2020 05:24:23	17763.1039.0.0	TBG_DOMAIN	4
NYC-BXII-L791	New York	NewYork	09.03.2020 14:40:27	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	07.03.2020 10:19:39	1	19	440231292928	440231292928	0	19.02.2020 17:18:54	07.03.2020 10:18:37	17763.1012.0.0	TBG_DOMAIN	4
GUR-BXII-L530	Gurgaon	SingaporeVPN	09.03.2020 15:42:12	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	07.03.2020 12:23:35	1	20	447544463360	447544463360	0	18.02.2020 17:38:30	07.03.2020 12:15:13	17763.437.0.0	TBG_DOMAIN	4
LDN-LOAN-L288	London	London	05.03.2020 06:08:15	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 04:17:41	1	20	449756323840	449756323840	0	18.02.2020 09:41:17	05.03.2020 04:14:03	17763.1012.0.0	TBG_DOMAIN	4
MUM-PEQG-L079	Mumbai	Mumbai	07.03.2020 17:45:26	laptop	Lenovo	20JTS0HA06	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2701	1	12884901888	255788929024	Windows 7 Professional SP1 (64 bits)	07.03.2020 12:57:46	1	22	84151660544	84151660544	0	16.02.2020 07:58:48	07.03.2020 12:57:19	7601.24443.0.0	TBG_DOMAIN	2
NYC-BXII-L804	New York	-	10.03.2020 00:19:40	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 07:11:50	1	25	426648915968	426648915968	0	13.02.2020 09:14:36	09.03.2020 07:11:00	17763.1012.0.0	TBG_DOMAIN	4
GUR-BXII-L524	Gurgaon	Gurgaon	09.03.2020 12:30:36	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 07:41:37	1	25	437554405376	437554405376	0	13.02.2020 11:17:38	05.03.2020 07:39:03	17763.1039.0.0	TBG_DOMAIN	4
NYC-INFR-L073	New York	NewYork	10.03.2020 05:12:48	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 19:06:14	1	27	441320701952	441320701952	0	11.02.2020 08:57:22	09.03.2020 19:05:34	17763.1012.0.0	TBG_DOMAIN	4
NYC-TACT-L230	New York	NewYork	08.03.2020 07:44:05	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	34359738368	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 22:24:32	1	27	419716644864	419716644864	0	11.02.2020 16:55:03	05.03.2020 22:00:14	17763.1012.0.0	TBG_DOMAIN	4
NYC-BAAM-L126	New York	VirginiaVPN	08.03.2020 19:50:20	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 07:52:11	1	32	425396912128	425396912128	0	06.02.2020 14:53:29	06.03.2020 07:49:53	17763.832.0.0	TBG_DOMAIN	4
NYC-BXII-L794	New York	NewYork	10.03.2020 03:39:42	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 13:02:52	1	35	438050525184	438050525184	0	03.02.2020 18:34:13	09.03.2020 12:31:45	17763.973.0.0	TBG_DOMAIN	4
NYC-GSO-L534	New York	NewYork	05.03.2020 11:35:27	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 07:34:29	1	38	393337446400	393337446400	0	31.01.2020 08:32:25	04.03.2020 07:32:35	17763.973.0.0	TBG_DOMAIN	4
MUM-REAL-L079	Mumbai	Mumbai	09.03.2020 02:09:09	laptop	Lenovo	20JTS0HA06	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2701	1	12884901888	255788929024	Windows 7 Professional SP1 (64 bits)	07.03.2020 22:03:31	3	44	64019173376	64019173376	0	25.01.2020 22:47:37	07.03.2020 22:01:22	7601.24544.0.0	TBG_DOMAIN	2
LDN-40BS-07-BER	London	-	10.03.2020 00:59:29	desktop	Dell	OptiPlex 7060	-	Intel Core i7-8700T CPU @ 2.40GHz	2400	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 12:58:33	2	44	488929886208	488929886208	0	-	09.03.2020 12:55:38	17763.973.0.0	WORKGROUP	6
LDN-REAL-L664	London	SloughVPN	10.03.2020 02:10:43	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 08:54:38	1	46	222000402432	222000402432	0	23.01.2020 04:11:36	06.03.2020 08:53:55	17763.1012.0.0	TBG_DOMAIN	4
NYC-STPG-L148	New York	NewYork	09.03.2020 11:11:21	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56519 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	04.03.2020 19:47:37	1	46	449059545088	449059545088	0	23.01.2020 16:39:41	04.03.2020 19:44:20	17763.973.0.0	TBG_DOMAIN	4
NYC-GSO-L546	New York	NewYork	09.03.2020 20:24:34	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 10:31:11	1	46	376047734784	376047734784	0	23.01.2020 23:54:20	09.03.2020 10:30:13	17763.973.0.0	TBG_DOMAIN	4
GUR-BXII-L458	Gurgaon	SingaporeVPN	07.03.2020 14:33:50	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	07.03.2020 12:26:51	1	47	375451291648	375451291648	0	22.01.2020 15:02:59	07.03.2020 12:24:58	17763.1012.0.0	TBG_DOMAIN	4
LDN-REAL-L609	London	London	10.03.2020 05:14:40	laptop	Lenovo	20FAS2F208	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	511764852736	Windows 10 Enterprise 1709 (64 bits)	10.03.2020 05:02:30	1	47	326603624448	326603624448	0	22.01.2020 20:13:04	10.03.2020 05:01:08	16299.1654.0.0	TBG_DOMAIN	2
LDN-REAL-L626	London	VirginiaVPN	09.03.2020 23:56:20	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 20:48:13	1	47	354652590080	354652590080	0	22.01.2020 15:49:25	09.03.2020 20:38:58	17763.1012.0.0	TBG_DOMAIN	4
LDN-GSO-L051	London	London	09.03.2020 10:49:14	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1709 (64 bits)	06.03.2020 04:08:24	1	47	411742347264	411742347264	0	22.01.2020 20:09:10	06.03.2020 04:07:25	16299.1654.0.0	TBG_DOMAIN	4
LDN-ERSG-L007	London	SloughVPN	10.03.2020 03:30:10	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1709 (64 bits)	07.03.2020 09:28:16	1	47	412575604736	412575604736	0	22.01.2020 20:10:55	07.03.2020 09:22:09	16299.1654.0.0	TBG_DOMAIN	4
LDN-REAL-L643	London	London	09.03.2020 19:03:45	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 14:24:09	1	47	356289519616	356289519616	0	22.01.2020 15:48:42	09.03.2020 14:19:26	17763.1012.0.0	TBG_DOMAIN	4
LDN-REAL-L564	London	London	09.03.2020 16:00:39	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1709 (64 bits)	09.03.2020 09:43:06	1	47	351702208512	351702208512	0	22.01.2020 20:10:48	09.03.2020 09:41:39	16299.1654.0.0	TBG_DOMAIN	4
LDN-TACT-L058	London	London	10.03.2020 05:14:21	laptop	Lenovo	20FAS2F308	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	255715176448	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 12:07:51	1	47	158093463552	158093463552	0	22.01.2020 15:50:22	05.03.2020 12:06:38	17763.1012.0.0	TBG_DOMAIN	2
GUR-VISIT-W037	Gurgaon	Gurgaon	10.03.2020 03:16:57	desktop	HP	HP EliteDesk 800 G2 SFF	-	Intel Core i7-6700 CPU @ 3.40GHz	3408	1	17179869184	255715176448	Windows 10 Enterprise 1809 (64 bits)	11.02.2020 23:55:31	1	47	195566206976	195566206976	0	22.01.2020 15:03:10	06.03.2020 01:25:12	17763.973.0.0	TBG_DOMAIN	4
LDN-GSO-L066	London	London	10.03.2020 05:14:51	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 11:50:20	1	47	356052705280	356052705280	0	22.01.2020 15:52:50	06.03.2020 11:48:55	17763.1012.0.0	TBG_DOMAIN	4
LDN-REAL-L523	London	London	09.03.2020 22:46:17	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1709 (64 bits)	09.03.2020 14:26:33	1	47	336280363008	336280363008	0	22.01.2020 20:11:05	09.03.2020 14:22:47	16299.1654.0.0	TBG_DOMAIN	4
LDN-GSO-L095	London	London	07.03.2020 19:53:57	laptop	Lenovo	20FAS2F308	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	8589934592	255715176448	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 06:15:55	1	47	120405770240	120405770240	0	22.01.2020 17:21:44	05.03.2020 06:14:53	17763.1012.0.0	TBG_DOMAIN	2
LDN-TACT-L048	London	SloughVPN	10.03.2020 03:39:59	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 06:03:57	1	47	405607698432	405607698432	0	22.01.2020 15:48:15	09.03.2020 06:02:01	17763.1012.0.0	TBG_DOMAIN	4
LDN-REAL-L700	London	London	10.03.2020 05:14:31	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 05:13:08	1	47	415307042816	415307042816	0	22.01.2020 15:29:03	09.03.2020 05:11:14	17763.1012.0.0	TBG_DOMAIN	4
LDN-HUMN-L039	London	London	09.03.2020 05:45:40	laptop	Lenovo	20JTS0HD03	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	255715176448	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 05:07:09	1	47	176360280064	176360280064	0	22.01.2020 15:45:49	09.03.2020 05:06:08	17763.1012.0.0	TBG_DOMAIN	2
LDN-ERSG-L009	London	London	10.03.2020 05:13:54	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 04:39:59	1	47	401364914176	401364914176	0	22.01.2020 15:45:23	09.03.2020 04:38:41	17763.973.0.0	TBG_DOMAIN	4
LDN-REAL-L624	London	London	09.03.2020 16:37:32	laptop	Lenovo	20JTS0HD03	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 05:19:37	2	47	411067912192	411067912192	0	22.01.2020 15:47:29	09.03.2020 05:18:42	17763.1012.0.0	TBG_DOMAIN	2
LDN-PEQG-L123	London	London	10.03.2020 05:14:03	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1709 (64 bits)	09.03.2020 06:50:13	1	47	355776479232	355776479232	0	22.01.2020 20:06:46	09.03.2020 06:46:29	16299.1654.0.0	TBG_DOMAIN	4
LDN-REAL-L625	London	London	10.03.2020 05:14:23	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 06:27:39	2	47	413095854080	413095854080	0	22.01.2020 15:45:56	09.03.2020 06:23:45	17763.1012.0.0	TBG_DOMAIN	4
LDN-REAL-L691	London	SloughVPN	09.03.2020 17:01:36	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 12:31:13	1	47	414614781952	414614781952	0	22.01.2020 15:47:33	08.03.2020 12:30:28	17763.1012.0.0	TBG_DOMAIN	4
LDN-REAL-L692	London	London	10.03.2020 05:14:47	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 09:05:01	1	47	458321457152	458321457152	0	22.01.2020 15:44:25	05.03.2020 09:03:49	17763.1012.0.0	TBG_DOMAIN	4
LDN-REAL-L669	London	London	10.03.2020 05:14:12	laptop	Lenovo	20JTS0HA01	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 05:06:41	1	47	148350824448	148350824448	0	22.01.2020 15:47:08	09.03.2020 05:04:20	17763.1012.0.0	TBG_DOMAIN	2
LDN-PWM-L027	London	London	09.03.2020 14:34:34	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 04:16:37	1	47	390125621248	390125621248	0	22.01.2020 15:50:06	05.03.2020 15:21:31	17763.1012.0.0	TBG_DOMAIN	4
LDN-COMP-L032	London	London	09.03.2020 13:53:55	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 06:43:25	1	47	437465071616	437465071616	0	22.01.2020 15:48:29	09.03.2020 06:38:56	17763.1012.0.0	TBG_DOMAIN	4
LDN-BAAM-L112	London	London	09.03.2020 15:31:23	laptop	Lenovo	20JTS0HD03	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 07:44:45	2	47	347312209920	347312209920	0	22.01.2020 15:52:01	09.03.2020 07:43:49	17763.1012.0.0	TBG_DOMAIN	2
LDN-TACT-L067	London	London	10.03.2020 05:14:33	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 05:00:57	1	47	411668566016	411668566016	0	22.01.2020 15:28:48	10.03.2020 05:00:07	17763.1012.0.0	TBG_DOMAIN	4
LDN-PWM-L021	London	London	09.03.2020 19:10:30	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1709 (64 bits)	09.03.2020 06:34:59	1	47	260432240640	260432240640	0	22.01.2020 20:10:30	09.03.2020 06:17:04	16299.1654.0.0	TBG_DOMAIN	4
LDN-TACT-L052	London	SloughVPN	10.03.2020 05:14:40	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 05:12:48	4	47	440119021568	440119021568	0	22.01.2020 15:50:10	10.03.2020 05:06:51	17763.1012.0.0	TBG_DOMAIN	4
DBN-GSO-L168	Dublin	Dublin	09.03.2020 13:39:38	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 05:49:42	2	47	412558819328	412558819328	0	22.01.2020 17:20:19	09.03.2020 05:49:02	17763.1012.0.0	TBG_DOMAIN	4
LDN-PEQG-L131	London	London	09.03.2020 14:30:38	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511291998208	Windows 10 Enterprise 1709 (64 bits)	09.03.2020 05:25:32	1	47	409105268736	409105268736	0	22.01.2020 20:12:20	09.03.2020 05:23:00	16299.1654.0.0	TBG_DOMAIN	4
LDN-PEQG-L161	London	London	10.03.2020 05:08:39	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 06:56:10	2	47	291337232384	291337232384	0	22.01.2020 15:49:53	09.03.2020 06:54:36	17763.1012.0.0	TBG_DOMAIN	4
GUR-BXII-L262	Gurgaon	SingaporeVPN	09.03.2020 07:02:25	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 06:35:52	1	47	362076524544	362076524544	0	22.01.2020 15:02:42	09.03.2020 06:34:56	17763.1012.0.0	TBG_DOMAIN	4
LDN-REAL-L607	London	London	10.03.2020 05:13:14	laptop	Lenovo	20JTS0HD03	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	511764852736	Windows 10 Enterprise 1709 (64 bits)	09.03.2020 07:59:57	1	47	382927466496	382927466496	0	22.01.2020 20:13:05	09.03.2020 07:58:51	16299.1654.0.0	TBG_DOMAIN	2
LDN-IRBD-L028	London	London	10.03.2020 05:13:32	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 06:08:35	1	47	387936346112	387936346112	0	22.01.2020 17:30:10	09.03.2020 06:05:44	17763.1012.0.0	TBG_DOMAIN	4
LDN-GSO-L090	London	London	10.03.2020 05:14:27	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 04:05:42	1	47	404051222528	404051222528	0	22.01.2020 15:33:02	10.03.2020 03:57:26	17763.1012.0.0	TBG_DOMAIN	4
LDN-REAL-L575	London	SloughVPN	10.03.2020 05:14:30	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1709 (64 bits)	10.03.2020 04:56:05	1	47	386720198656	386720198656	0	22.01.2020 20:17:03	10.03.2020 04:37:59	16299.1654.0.0	TBG_DOMAIN	4
LDN-PEQG-L160	London	London	10.03.2020 05:14:58	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 04:37:59	1	47	356288835584	356288835584	0	22.01.2020 15:51:29	10.03.2020 04:35:08	17763.1012.0.0	TBG_DOMAIN	4
LDN-REAL-L665	London	London	09.03.2020 17:15:49	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 16:02:22	1	47	307871096832	307871096832	0	22.01.2020 15:45:56	06.03.2020 15:55:40	17763.1012.0.0	TBG_DOMAIN	4
LDN-STPG-L020	London	SloughVPN	10.03.2020 05:13:08	laptop	Lenovo	20FAS2F308	ThinkPad T460s	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	8589934592	255715176448	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 04:17:38	1	47	166978912256	166978912256	0	22.01.2020 15:52:55	07.03.2020 05:38:10	17763.1012.0.0	TBG_DOMAIN	2
LDN-IRBD-L023	London	London	09.03.2020 11:15:01	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1709 (64 bits)	09.03.2020 06:14:23	1	47	345357578240	345357578240	0	22.01.2020 20:08:40	09.03.2020 05:39:53	16299.1654.0.0	TBG_DOMAIN	4
LDN-GSO-L056	London	London	09.03.2020 22:32:23	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	08.03.2020 16:25:42	1	47	366789316608	366789316608	0	22.01.2020 15:29:39	08.03.2020 16:24:27	17763.1012.0.0	TBG_DOMAIN	4
DBN-GSO-L166	Dublin	Dublin	10.03.2020 05:13:03	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 05:06:24	1	47	372330434560	372330434560	0	22.01.2020 17:20:16	10.03.2020 05:05:40	17763.1012.0.0	TBG_DOMAIN	4
LDN-GCS-L047	London	London	05.03.2020 17:13:40	laptop	Lenovo	20JTS0HD03	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	21474836480	511764852736	Windows 10 Enterprise 1809 (64 bits)	05.03.2020 10:06:48	1	47	405813645312	405813645312	0	22.01.2020 15:49:17	05.03.2020 08:22:50	17763.1012.0.0	TBG_DOMAIN	2
LDN-PORT-L004	London	SloughVPN	10.03.2020 04:53:17	laptop	Dell	Latitude 7490	-	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 17:13:07	2	47	429685010432	429685010432	0	22.01.2020 17:23:57	09.03.2020 17:12:18	17763.1012.0.0	TBG_DOMAIN	4
NYC-COMP-L191	New York	NewYork	10.03.2020 03:49:30	laptop	Lenovo	20JTS0HA04	ThinkPad T470s W10DG	Intel Core i7-6600U CPU @ 2.60GHz	2808	1	12884901888	255715176448	Windows 10 Enterprise 1809 (64 bits)	06.03.2020 09:37:58	1	48	193613324288	193613324288	0	21.01.2020 23:31:16	09.03.2020 18:22:15	17763.973.0.0	TBG_DOMAIN	2
HUS-GSO-L068	Houston	Houston	09.03.2020 13:58:51	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 10:18:14	1	49	385740591104	385740591104	0	20.01.2020 16:01:12	09.03.2020 10:16:37	17763.1012.0.0	TBG_DOMAIN	4
NYC-GSO-L497	New York	CarlstadtVPN	09.03.2020 23:10:04	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 22:51:46	2	50	380762984448	380762984448	0	19.01.2020 13:11:53	09.03.2020 22:46:08	17763.1012.0.0	TBG_DOMAIN	4
HUS-GSO-L070	Houston	CarlstadtVPN	10.03.2020 01:47:01	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	10.03.2020 01:34:19	1	52	345188298752	345188298752	0	17.01.2020 15:50:07	10.03.2020 01:33:22	17763.1012.0.0	TBG_DOMAIN	4
NYC-REAL-L375	New York	CarlstadtVPN	10.03.2020 00:40:00	laptop	Microsoft	Surface Laptop 2	D:F B:0CA56539 F:U C:0A P:C1 S:01	Intel Core i7-8650U CPU @ 1.90GHz	2112	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 20:32:09	1	53	426973937664	426973937664	0	16.01.2020 13:19:23	09.03.2020 20:31:19	17763.973.0.0	TBG_DOMAIN	4
HUS-GSO-L071	Houston	Houston	10.03.2020 05:14:34	laptop	Microsoft	Surface Laptop 3	124I:00036T:000M:0300000D:0B:07F:1C:05P:48S:01E:0Y:1K:0U:00	Intel Core i7-1065G7 CPU @ 1.30GHz	1498	1	17179869184	511764852736	Windows 10 Enterprise 1809 (64 bits)	09.03.2020 13:20:33	1	53	395093925888	395093925888	0	16.01.2020 21:41:43	09.03.2020 13:13:17	17763.1012.0.0	TBG_DOMAIN	4
